EmployeeCount,EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,DistanceFromHome(kms),JobInvolvement,JobLevel,JobSatisfaction,HourlyRate(USD),DailyRate(USD),MonthlyRate(USD),MonthlyIncome (USD),SalaryHike(RS),StockOptionLevel,StandardHours,OverTime,No.ofCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrmanager,EnvironmentSatisfaction,TrainingTimesLastYear,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,Attrition
1,505,2,4,0,55,1,3,2,1,2,3,4,4,97,1311,23258,16659,1300,0,80,1,2,30,5,4,1,2,3,2,3,1,3,0
1,507,3,8,0,24,3,4,3,1,10,3,2,3,77,1371,5915,4260,1200,1,80,1,1,5,5,2,0,3,4,2,4,1,4,0
1,508,3,9,1,30,2,1,6,1,2,3,1,2,72,202,17434,2476,1800,1,80,0,1,1,1,0,0,0,3,3,3,1,1,0
1,510,2,7,1,26,1,1,6,2,3,3,1,1,73,575,6582,3102,2200,0,80,0,0,7,6,4,0,4,3,2,3,2,3,1
1,511,2,7,0,22,2,3,4,1,11,3,1,2,43,253,24440,2244,1300,1,80,0,1,2,2,1,1,2,1,1,3,1,4,0
1,513,3,8,1,36,2,2,4,1,2,2,3,3,61,164,3809,7596,1300,2,80,0,1,10,10,9,9,0,2,2,3,1,2,0
1,514,2,7,1,30,1,3,6,2,4,3,1,4,40,464,3427,2285,2300,0,80,1,9,3,1,0,0,0,3,4,3,2,3,1
1,515,2,3,0,37,3,3,2,1,14,3,1,1,95,1107,26914,3034,1200,1,80,0,1,18,18,7,12,17,4,2,2,1,3,0
1,516,3,8,0,40,3,2,3,1,2,3,2,2,46,759,22553,5715,1200,2,80,0,7,8,5,4,1,3,4,5,3,1,3,0
1,517,2,3,0,42,3,4,2,1,1,3,1,1,95,201,20490,2576,1600,1,80,0,3,8,5,2,1,2,2,5,3,1,2,0
1,518,2,5,1,37,1,4,2,1,10,3,2,2,49,1305,21123,4197,1200,0,80,1,2,18,1,0,0,1,3,2,2,1,4,0
1,520,2,6,1,43,3,3,2,1,12,2,4,2,59,982,4345,14336,1100,1,80,0,1,25,25,10,3,9,1,3,3,1,3,0
1,521,2,3,0,40,2,3,4,1,2,2,2,3,78,555,13436,3448,2200,1,80,0,6,20,1,0,0,0,2,3,3,2,2,0
1,522,2,6,1,54,2,2,4,1,5,3,5,1,86,821,8509,19406,1100,1,80,0,4,24,4,2,1,2,1,4,2,1,3,0
1,523,3,8,0,34,2,4,3,0,4,3,2,3,72,1381,12740,6538,1500,1,80,0,9,6,3,2,1,2,3,3,3,1,1,0
1,524,2,5,0,31,2,2,4,1,7,3,2,1,31,480,4156,4306,1200,1,80,0,1,13,13,10,3,12,2,5,1,1,2,0
1,525,2,3,1,43,2,3,4,2,21,3,1,4,61,313,15238,2258,2000,1,80,0,7,8,3,2,1,2,4,1,3,2,1,0
1,526,2,1,0,43,3,4,5,1,8,3,2,3,74,1473,2227,4522,1400,0,80,1,4,8,5,2,0,2,3,3,3,1,4,0
1,527,3,8,0,25,1,2,2,1,4,2,2,4,99,891,12090,4487,1100,0,80,1,1,5,5,4,1,3,2,3,3,1,2,0
1,529,2,7,0,37,2,5,4,0,25,3,2,3,72,1063,23866,4449,1500,2,80,1,3,15,13,11,10,7,2,2,3,1,1,0
1,530,2,3,1,31,2,2,2,1,1,2,1,1,98,329,16193,2218,1200,1,80,0,1,4,4,2,3,2,4,3,3,1,3,0
1,531,2,4,1,39,3,1,2,2,1,3,5,3,52,1218,8213,19197,1400,1,80,1,1,21,21,8,1,6,2,3,3,1,3,0
1,532,3,8,0,56,2,3,2,2,6,4,4,1,86,906,18256,13212,1100,3,80,0,9,36,7,7,7,7,3,0,2,1,4,0
1,533,3,8,0,30,1,3,6,1,12,3,2,3,83,1082,19558,6577,1100,0,80,0,0,6,5,4,4,4,2,6,3,1,2,0
1,534,3,8,1,41,2,3,3,1,1,4,3,1,49,645,19566,8392,1600,1,80,0,1,10,10,7,0,7,2,2,3,1,3,0
1,536,2,3,1,28,3,2,4,1,17,3,2,1,79,1300,13535,4558,1200,1,80,0,1,10,10,0,1,8,3,2,3,1,4,0
1,538,2,3,1,25,2,3,4,1,3,3,1,1,91,688,9396,4031,1300,1,80,0,5,6,2,2,0,2,1,5,3,1,3,1
1,543,2,5,1,52,2,3,4,1,3,2,3,3,39,319,19609,7969,1400,0,80,1,2,28,5,4,0,4,4,4,3,1,3,0
1,544,2,7,1,45,2,2,2,1,10,3,1,4,69,192,9655,2654,2100,2,80,0,3,8,2,2,0,2,1,3,2,2,4,0
1,546,2,4,0,52,2,2,2,1,4,3,4,4,30,1490,10310,16555,1300,0,80,0,2,31,5,2,1,4,4,2,1,1,4,0
1,547,2,7,0,42,3,2,2,2,29,3,2,3,92,532,12932,4556,1100,1,80,0,2,19,5,4,0,2,1,3,3,1,2,0
1,548,2,5,0,30,1,3,2,1,2,1,2,4,43,317,24793,6091,2000,0,80,0,2,11,5,4,0,2,3,2,3,2,3,0
1,549,2,4,0,60,2,3,2,1,7,3,5,1,41,422,3854,19566,1100,0,80,0,5,33,29,8,11,10,1,5,1,1,4,0
1,550,2,5,0,46,3,3,4,1,18,3,2,3,87,1485,26314,4810,1400,1,80,0,2,19,10,7,0,8,3,5,2,1,3,0
1,551,2,1,0,42,2,4,6,2,28,2,2,4,88,1368,4386,4523,1100,3,80,0,0,7,6,5,0,4,4,4,4,1,4,0
1,554,3,9,0,24,1,1,6,1,1,3,1,2,62,1448,21972,3202,1600,0,80,1,1,6,5,3,1,4,1,4,3,1,2,1
1,555,3,9,0,34,3,2,3,2,6,1,1,3,33,296,12253,2351,1600,1,80,0,0,3,2,2,1,0,4,3,2,1,4,1
1,556,2,3,1,38,2,2,2,2,2,3,1,4,42,1490,12106,1702,2300,1,80,1,1,1,1,0,0,0,4,3,3,2,3,0
1,558,3,4,0,40,2,4,2,1,2,3,5,3,79,1398,13022,18041,1400,0,80,0,0,21,20,15,1,12,3,2,3,1,4,0
1,560,2,7,0,26,3,3,2,1,23,3,1,4,90,1349,3032,2886,2200,2,80,0,1,3,3,2,0,2,1,3,1,2,2,0
1,562,2,3,1,30,2,3,2,0,3,3,1,4,53,1400,16734,2097,1500,1,80,0,4,9,5,3,1,4,3,3,1,1,3,0
1,564,2,6,1,29,2,4,4,1,3,2,3,3,93,986,21526,11935,1800,0,80,0,1,10,10,2,0,7,2,2,3,1,3,0
1,565,2,7,0,29,2,5,6,1,25,2,1,2,71,408,18300,2546,1600,0,80,0,5,6,2,2,1,1,3,2,4,1,2,1
1,566,1,1,1,19,1,2,6,1,2,2,1,4,52,489,18437,2564,1200,0,80,0,1,1,1,0,0,0,1,3,4,1,3,1
1,567,3,8,0,30,2,4,5,0,22,3,3,1,69,1398,2890,8412,1100,0,80,0,0,10,9,8,7,8,3,3,3,1,3,0
1,568,3,4,1,57,3,3,3,1,29,2,4,4,56,210,22102,14118,1200,1,80,0,3,32,1,0,0,0,1,3,2,1,3,0
1,569,2,4,1,50,2,4,2,1,29,2,4,3,88,1099,9314,17046,1500,1,80,0,0,28,27,10,15,7,2,2,3,1,2,0
1,571,2,3,0,30,1,3,4,0,2,3,1,4,49,1116,7181,2564,1400,0,80,0,0,12,11,7,6,7,3,2,2,1,3,0
1,573,3,8,0,60,2,3,3,2,28,2,3,1,80,1499,2845,10266,1900,0,80,0,4,22,18,13,13,11,3,5,4,1,4,0
1,574,2,5,0,47,3,2,4,1,2,3,2,4,65,983,7389,5070,1300,3,80,0,5,20,5,0,0,4,1,2,3,1,3,0
1,575,2,6,1,46,2,3,2,1,2,3,4,3,51,1009,2288,17861,1300,0,80,0,6,26,3,2,0,1,1,2,1,1,3,0
1,577,2,3,1,35,1,3,2,1,22,1,1,3,46,144,19225,4230,1500,0,80,0,0,6,5,4,4,3,4,2,3,1,3,0
1,578,2,3,0,54,1,4,2,1,8,3,2,3,42,548,23428,3780,1100,0,80,0,7,19,1,0,0,0,3,3,3,1,3,0
1,579,2,7,1,34,3,4,2,1,2,2,1,3,62,1303,8416,2768,1200,1,80,0,3,14,7,3,5,7,4,3,3,1,3,0
1,580,3,8,0,46,2,3,3,1,10,2,3,4,94,1125,11563,9071,1900,1,80,1,2,15,3,2,1,2,3,3,3,1,3,0
1,581,2,5,1,31,3,1,2,1,9,3,3,2,33,1274,14394,10648,2500,1,80,0,1,13,13,8,0,8,3,6,4,2,4,0
1,582,2,4,1,33,2,1,4,1,15,3,3,3,56,1277,24619,13610,1200,0,80,1,7,15,7,6,7,7,2,2,4,1,4,1
1,584,2,3,1,33,3,1,4,1,10,1,1,4,38,587,6705,3408,1300,3,80,0,7,8,4,3,1,3,1,2,3,1,1,1
1,585,3,9,1,30,1,1,3,1,7,3,1,2,57,413,18398,2983,1400,0,80,0,0,4,3,2,1,2,4,3,3,1,1,0
1,586,2,1,1,35,2,3,2,1,16,3,3,3,72,1276,14295,7632,1200,0,80,1,4,10,8,7,0,0,4,2,3,1,3,0
1,587,2,1,1,31,2,3,2,2,20,3,3,3,66,534,22908,9824,1200,0,80,0,3,12,1,0,0,0,1,2,3,1,1,1
1,590,1,1,0,34,3,3,1,2,23,3,3,1,43,988,11533,9950,1500,3,80,1,9,11,3,2,0,2,2,2,3,1,3,1
1,591,2,3,1,42,2,2,5,2,5,3,1,3,97,1474,9260,2093,1700,1,80,0,4,8,2,2,2,0,2,4,3,1,4,0
1,592,3,8,1,36,1,4,4,0,10,3,3,4,32,635,15318,9980,1400,0,80,0,1,10,10,3,9,7,2,3,2,1,4,0
1,593,2,3,1,22,1,1,6,2,4,2,1,3,99,1368,9129,3894,1600,0,80,0,5,4,2,2,1,2,3,3,3,1,3,1
1,595,3,8,0,48,2,5,3,1,2,3,2,4,37,163,19658,4051,1400,1,80,0,2,14,9,7,6,7,2,2,3,1,1,0
1,597,3,4,0,55,1,5,2,1,18,3,4,2,83,1117,9873,16835,2300,0,80,0,3,37,10,9,7,7,1,2,3,2,4,0
1,599,3,8,1,41,1,2,2,0,10,3,2,4,56,267,13430,6230,1400,0,80,0,7,16,14,3,1,10,4,3,3,1,4,0
1,600,3,8,1,35,2,3,3,1,1,3,2,3,85,619,18659,4717,1100,0,80,0,9,15,11,9,6,9,2,2,3,1,3,0
1,601,2,5,0,40,1,3,2,1,6,3,4,3,75,302,20364,13237,1500,0,80,0,7,22,20,6,5,13,2,3,3,1,3,0
1,602,2,3,0,39,2,1,2,2,8,3,1,3,48,443,17872,3755,1100,1,80,0,1,8,8,3,0,7,3,3,3,1,1,0
1,604,3,8,1,31,1,1,2,1,2,3,2,4,77,828,8346,6582,1300,0,80,1,4,10,6,5,0,5,2,2,4,1,3,0
1,605,2,5,1,42,2,3,4,1,24,3,3,1,56,319,6950,7406,2100,1,80,1,1,10,10,9,5,8,4,5,2,2,4,0
1,606,3,8,1,45,2,3,5,1,2,3,2,2,61,561,16177,4805,1900,1,80,0,0,9,8,7,3,7,4,3,4,1,2,0
1,608,1,1,0,26,3,4,2,2,17,3,1,3,58,426,22808,2741,1100,1,80,1,0,8,7,7,1,0,2,2,2,1,2,1
1,611,2,5,1,29,3,3,6,1,19,3,2,4,34,232,22645,4262,1200,2,80,0,4,8,3,2,1,2,4,2,4,1,2,0
1,612,2,6,0,33,3,5,4,1,1,4,4,3,95,922,22578,16184,1900,1,80,0,4,10,6,1,0,5,1,2,3,1,3,0
1,613,3,4,1,31,3,3,2,1,7,2,3,4,44,688,25291,11557,2100,1,80,0,9,10,5,4,0,1,3,3,2,2,3,0
1,614,3,9,1,18,1,3,3,2,5,3,1,2,69,1306,8059,1878,1400,0,80,1,1,0,0,0,0,0,2,3,3,1,4,1
1,615,3,8,1,40,3,3,5,0,28,1,3,1,58,1094,11373,10932,1500,1,80,0,3,20,1,0,0,1,3,2,3,1,3,0
1,616,2,1,0,41,1,4,5,0,2,2,2,3,62,509,2112,6811,1700,0,80,1,2,10,8,7,0,7,1,3,3,1,1,0
1,618,3,8,1,26,3,2,4,1,29,3,2,3,45,775,4267,4306,1200,2,80,0,5,8,0,0,0,0,1,5,3,1,1,0
1,620,3,8,0,35,1,3,4,1,1,3,2,3,80,195,6698,4859,1600,0,80,0,1,5,5,4,0,3,1,3,3,1,4,0
1,621,3,8,1,34,1,4,2,1,21,4,2,4,74,258,19921,5337,1200,0,80,0,1,10,10,7,5,7,4,3,3,1,4,0
1,622,2,3,1,26,1,3,6,1,24,1,1,4,66,471,23213,2340,1800,0,80,1,1,1,1,0,0,0,3,3,1,1,2,1
1,623,2,5,0,37,1,3,6,1,1,3,3,4,59,799,23848,7491,1700,0,80,0,4,12,6,5,1,2,2,3,4,1,4,0
1,624,2,1,0,46,2,1,4,2,18,3,3,3,86,1034,8984,10527,1100,0,80,0,5,28,2,2,1,2,1,3,2,1,4,0
1,625,3,4,0,41,2,5,2,1,2,3,4,1,91,1276,5626,16595,1600,1,80,0,7,22,18,16,11,8,2,2,3,1,2,0
1,626,3,8,1,37,3,4,4,0,9,3,3,2,69,142,24666,8834,1300,1,80,0,1,9,9,5,7,7,1,6,3,1,4,0
1,630,2,7,1,52,3,2,6,1,6,3,2,1,78,956,22087,5577,1200,2,80,1,3,18,10,9,6,9,4,3,3,1,2,0
1,631,3,8,1,32,2,4,5,0,11,4,2,3,60,1474,23914,4707,1200,0,80,0,8,6,4,2,1,2,4,2,3,1,4,1
1,632,3,9,1,24,2,3,4,2,24,3,1,4,38,535,5530,2400,1300,2,80,0,0,3,2,2,2,1,4,3,3,1,3,0
1,634,2,1,0,38,2,3,4,1,10,3,2,3,76,1495,22174,9824,1900,1,80,0,3,18,1,0,0,0,3,4,3,1,3,0
1,635,2,5,0,37,2,4,2,1,1,3,2,2,65,446,15701,6447,1200,1,80,0,6,8,6,5,4,3,2,2,2,1,2,0
1,638,2,6,1,49,3,4,2,1,18,2,5,3,58,1245,2125,19502,1700,1,80,1,1,31,31,9,0,9,4,5,3,1,3,0
1,639,2,7,1,24,2,3,4,1,23,4,1,4,89,691,21630,2725,1100,2,80,1,1,6,6,5,1,4,2,3,3,1,2,0
1,641,3,8,1,26,2,2,3,1,28,3,2,2,66,703,7428,6272,2000,2,80,0,1,6,5,3,1,4,1,5,4,2,4,0
1,643,2,3,1,24,2,2,5,1,17,2,1,2,94,823,9100,2127,2100,1,80,0,1,1,1,0,0,0,4,2,3,2,4,0
1,644,1,4,1,50,2,3,4,2,3,3,5,2,99,1246,7999,18200,1100,1,80,0,1,32,32,5,10,7,1,2,3,1,3,0
1,645,3,9,1,25,2,1,4,1,13,3,1,3,40,622,26376,2096,1100,0,80,0,1,7,7,4,0,6,2,1,3,1,3,0
1,647,2,3,0,24,2,3,2,2,7,3,1,3,55,1287,14168,2886,1600,1,80,1,1,6,6,3,1,2,1,4,3,1,4,1
1,648,3,9,1,30,2,4,2,2,12,2,1,1,74,448,14470,2033,1800,1,80,0,1,1,1,0,0,0,2,2,4,1,3,1
1,649,2,7,1,34,2,2,2,1,1,2,1,4,83,254,22794,3622,1300,1,80,1,1,6,6,5,1,3,2,3,3,1,4,0
1,650,3,8,1,31,3,4,4,1,13,3,2,1,46,1365,11512,4233,1700,0,80,0,2,9,3,1,1,2,2,2,1,1,3,1
1,652,2,3,1,35,1,2,5,1,25,2,2,4,54,538,14004,3681,1400,0,80,0,4,9,3,2,0,2,1,3,3,1,4,0
1,653,3,8,1,31,3,4,4,1,6,4,2,4,66,525,6219,5460,2200,2,80,0,4,13,7,7,5,7,1,4,4,2,4,0
1,655,2,7,0,27,3,4,4,1,6,2,1,3,66,798,5013,2187,1200,2,80,0,0,6,5,3,0,3,1,5,2,1,3,0
1,656,3,8,1,37,2,3,3,1,2,3,2,3,75,558,3010,9602,1100,1,80,1,4,17,3,0,1,0,4,3,2,1,3,0
1,657,2,7,0,20,1,3,2,1,1,2,1,2,83,959,11757,2836,1300,0,80,0,1,1,1,0,0,0,4,0,4,1,4,0
1,659,2,1,0,42,2,4,2,1,2,3,2,4,81,622,5718,4089,1300,2,80,0,1,10,10,2,2,2,3,4,3,1,2,0
1,661,2,6,1,43,3,4,5,1,6,2,4,4,50,782,2671,16627,1400,1,80,1,4,21,1,0,0,0,2,3,2,1,3,0
1,662,2,7,0,38,1,1,2,1,1,3,1,1,43,362,14561,2619,1700,0,80,0,3,8,0,0,0,0,3,3,2,1,4,0
1,663,2,3,1,43,3,5,4,2,9,3,2,3,72,1001,19627,5679,1300,1,80,1,3,10,8,7,4,7,4,3,3,1,2,0
1,664,2,4,0,48,2,4,2,1,1,2,4,1,40,1236,17997,15402,1100,1,80,0,7,21,3,2,0,2,4,3,1,1,1,0
1,665,1,1,0,44,1,4,2,1,1,2,2,3,50,1112,26894,5985,1100,0,80,0,4,10,2,2,0,2,1,1,4,1,2,0
1,666,3,9,0,34,3,3,6,1,14,3,1,3,31,204,2912,2579,1800,2,80,1,1,8,8,2,0,6,3,3,3,1,4,0
1,667,3,9,1,27,3,1,3,1,2,3,1,1,85,1420,16346,3041,1100,1,80,0,0,5,4,3,0,2,3,3,3,1,2,1
1,669,3,9,1,21,1,1,6,1,22,3,1,3,49,1343,24444,3447,1100,0,80,0,1,3,3,2,1,2,3,2,3,1,3,0
1,671,2,4,1,44,2,4,5,1,3,3,5,4,35,1315,9358,19513,1200,1,80,1,4,26,2,2,0,1,4,2,4,1,1,0
1,675,2,7,1,22,2,1,4,1,6,3,1,3,69,604,12145,2773,2000,0,80,0,0,3,2,2,2,2,1,3,3,2,4,0
1,677,3,8,1,33,3,4,3,1,8,3,2,3,39,1216,20431,7104,1200,0,80,0,0,6,5,0,1,2,3,3,3,1,4,0
1,679,2,7,0,32,2,4,2,1,9,3,2,4,92,646,18089,6322,1200,1,80,1,1,6,6,4,0,5,1,2,2,1,4,0
1,680,2,7,0,30,3,3,4,2,3,3,1,3,71,160,22653,2083,2000,1,80,0,1,1,1,0,0,0,3,2,3,2,3,0
1,682,3,8,0,53,1,1,4,1,1,3,2,1,34,238,7507,8381,2000,0,80,0,7,18,14,7,8,10,4,2,4,2,4,0
1,683,2,7,1,34,2,5,2,1,1,3,1,4,42,1397,7660,2691,1200,1,80,0,1,10,10,9,8,8,2,4,2,1,4,0
1,684,3,8,0,45,2,4,2,2,26,3,2,1,100,306,5630,4286,1400,2,80,0,2,5,1,1,0,0,1,4,3,1,4,1
1,686,2,3,0,26,2,3,2,1,6,3,1,4,71,991,17759,2659,1300,1,80,1,1,3,3,2,0,2,3,2,3,1,3,0
1,689,2,5,1,37,2,3,5,1,3,3,3,3,36,482,9606,9434,1500,1,80,0,1,10,10,7,7,8,3,2,3,1,3,0
1,690,3,8,0,29,2,2,4,1,3,3,2,3,62,1176,3487,5561,1400,1,80,0,1,6,6,0,1,2,2,5,2,1,1,0
1,691,2,7,1,35,1,4,2,1,6,1,2,4,82,1017,19368,6646,1300,0,80,0,1,17,17,11,11,8,2,3,3,1,2,0
1,692,2,1,1,33,3,3,2,2,6,3,2,4,30,1296,5335,7725,2300,1,80,0,3,15,13,11,4,7,3,2,1,2,3,0
1,698,1,1,1,54,2,4,4,1,19,3,3,2,88,397,6729,10725,1500,1,80,0,2,16,9,7,7,1,3,1,4,1,3,0
1,699,2,5,1,36,3,2,4,1,9,2,2,2,48,913,13934,8847,1100,1,80,1,2,13,3,2,0,2,2,2,3,1,3,0
1,700,2,7,1,27,1,4,4,1,3,2,1,4,54,1115,15174,2045,1300,0,80,0,0,5,4,2,1,1,1,0,3,1,4,0
1,701,2,7,1,20,1,1,4,1,10,3,1,3,32,1362,26999,1009,1100,0,80,1,1,1,1,0,1,1,4,5,3,1,4,1
1,702,2,7,1,33,1,3,2,2,3,3,1,1,70,1076,3164,3348,1100,0,80,1,1,10,10,8,9,7,1,3,3,1,1,1
1,704,2,3,1,35,2,3,2,0,3,2,1,3,41,727,16900,1281,1800,2,80,0,1,1,1,0,0,0,3,3,3,1,3,0
1,705,2,7,1,23,2,3,4,1,4,4,1,1,58,885,8544,2819,1600,1,80,0,2,5,3,2,0,2,1,3,4,1,1,0
1,707,3,8,1,25,2,3,2,1,8,4,2,2,57,810,15678,4851,2200,1,80,0,0,4,3,2,1,2,4,4,3,2,3,0
1,709,3,8,0,38,1,4,3,1,7,2,2,4,46,243,7791,4028,2000,0,80,0,0,8,7,7,0,5,4,2,3,2,1,0
1,710,2,7,1,29,3,4,2,2,1,1,1,4,76,806,18959,2720,1800,1,80,0,1,10,10,7,2,8,2,5,3,1,4,0
1,712,3,8,1,48,2,1,3,1,2,4,2,2,56,817,18597,8120,1200,0,80,0,3,12,2,2,2,2,2,3,3,1,4,0
1,714,3,8,0,27,3,1,4,2,3,4,2,4,71,1410,16673,4647,2000,2,80,1,1,6,6,5,0,4,4,3,3,2,2,0
1,715,2,7,1,37,1,2,2,1,10,4,1,4,80,1225,15232,4680,1700,0,80,0,3,4,1,0,0,0,4,2,3,1,1,0
1,716,2,3,1,50,2,1,4,1,28,4,1,3,74,1207,3297,3221,1100,3,80,1,1,20,20,8,3,8,4,3,3,1,3,0
1,717,2,1,0,34,1,3,4,1,9,2,3,2,46,1442,17654,8621,1400,0,80,0,1,9,8,7,7,7,4,3,4,1,2,0
1,720,3,8,0,24,1,2,2,1,3,3,2,3,65,693,24785,4577,1400,0,80,0,9,4,2,2,2,0,1,3,3,1,1,1
1,721,2,1,0,39,1,4,6,1,2,2,2,3,80,408,20978,4553,1100,0,80,0,1,20,20,7,11,10,4,4,3,1,1,0
1,722,3,8,1,32,1,3,3,1,10,3,2,4,55,929,21703,5396,1200,0,80,0,1,10,10,7,0,8,4,2,2,1,4,0
1,723,3,8,1,50,2,2,6,2,8,3,2,3,50,562,23452,6796,1400,1,80,1,3,18,4,3,1,3,2,4,3,1,1,1
1,724,2,1,0,38,1,4,2,1,1,4,2,4,33,827,19383,7625,1300,0,80,0,0,10,9,7,1,8,2,4,2,1,3,0
1,725,2,5,0,27,2,2,2,1,1,3,3,1,68,608,6009,7412,1100,0,80,0,1,9,9,7,0,7,3,3,3,1,4,0
1,727,2,6,0,32,1,2,2,1,3,3,3,4,39,1018,19373,11159,1500,0,80,0,3,10,7,7,7,7,3,6,3,1,4,0
1,728,3,8,1,47,1,4,3,1,14,3,2,1,42,703,11825,4960,1200,0,80,0,2,20,7,7,1,7,4,2,3,1,4,0
1,729,3,8,1,40,2,4,2,2,5,2,3,1,48,580,23772,10475,2100,1,80,1,5,20,18,13,1,12,4,2,3,2,3,0
1,730,2,6,1,53,2,3,2,1,7,4,4,3,59,970,13514,14814,1900,0,80,0,3,32,5,1,1,3,3,3,3,1,3,0
1,731,1,4,1,41,3,4,1,1,10,2,5,4,73,427,8861,19141,1500,3,80,0,3,23,21,6,12,6,2,2,2,1,2,0
1,732,3,8,1,60,1,4,3,1,16,3,2,1,84,1179,11924,5405,1400,0,80,0,8,10,2,2,2,2,1,1,3,1,4,0
1,733,2,5,1,27,3,2,2,2,10,3,3,1,32,294,4809,8793,2100,2,80,0,1,9,9,7,1,7,4,4,2,2,3,0
1,734,1,4,1,41,2,3,1,1,1,2,5,3,59,314,19562,19189,1200,1,80,0,1,22,22,7,2,10,4,3,3,1,2,0
1,738,3,9,1,50,2,4,3,1,8,3,1,2,54,316,9983,3875,1500,1,80,0,7,4,2,2,2,2,4,2,3,1,4,0
1,741,2,7,0,28,1,2,2,1,1,1,1,2,67,654,3872,2216,1300,0,80,1,7,10,7,7,3,7,1,4,3,1,4,1
1,742,2,6,0,36,2,3,2,0,8,4,3,1,63,427,20335,11713,1400,1,80,0,9,10,8,7,0,5,1,2,3,1,1,0
1,743,2,5,0,38,1,3,2,1,1,3,3,3,81,168,15397,7861,1400,0,80,1,4,10,1,0,0,0,3,4,4,1,4,0
1,744,2,3,1,44,1,3,4,0,24,1,1,3,49,381,2104,3708,1400,0,80,0,2,9,5,2,1,4,1,5,3,1,3,0
1,746,3,8,0,47,3,3,4,2,3,3,4,3,49,217,10225,13770,1200,2,80,1,9,28,22,2,11,13,4,2,2,1,4,0
1,747,3,8,1,30,3,5,3,1,27,3,2,4,99,501,25275,5304,2300,1,80,0,7,10,8,7,7,7,3,2,2,2,4,0
1,749,3,9,1,29,1,3,2,1,10,3,1,3,99,1396,2755,2642,1100,0,80,0,1,1,1,0,0,0,3,6,3,1,3,0
1,752,2,7,1,42,3,3,4,2,19,4,1,3,57,933,20366,2759,1200,0,80,1,6,7,2,2,2,2,3,2,3,1,4,1
1,754,3,8,1,43,2,3,2,2,15,2,2,4,47,775,23683,6804,1800,1,80,0,3,7,2,2,2,2,4,5,3,1,3,0
1,757,2,1,0,34,1,2,4,1,8,3,2,3,96,970,7360,6142,1100,0,80,0,3,10,5,1,4,3,2,2,3,1,4,0
1,758,2,3,1,23,2,1,4,1,9,3,1,1,37,650,4344,2500,1400,1,80,0,1,5,4,3,0,2,2,2,4,1,4,0
1,760,1,1,0,39,2,3,1,1,3,4,2,2,44,141,18767,6389,1500,1,80,0,9,12,8,3,3,6,3,3,1,1,3,0
1,762,2,1,1,56,2,3,4,1,9,3,4,4,81,832,20420,11103,1100,0,80,0,7,30,10,7,1,1,3,1,2,1,3,0
1,763,2,7,0,40,1,1,4,1,2,2,1,4,86,804,22929,2342,2000,0,80,1,0,5,4,2,2,3,4,2,2,2,4,0
1,764,2,1,0,27,1,3,4,1,7,2,2,1,55,975,23398,6811,1900,0,80,0,8,9,7,6,0,7,4,2,1,1,1,0
1,766,3,9,1,29,3,3,3,1,10,3,1,2,83,1090,17967,2297,1400,2,80,0,1,2,2,2,2,2,4,2,3,1,4,0
1,769,2,3,1,53,1,3,2,1,6,3,2,4,86,346,10919,2450,1700,0,80,0,2,19,2,2,2,2,4,4,3,1,4,0
1,771,2,1,0,35,3,4,2,0,2,3,2,1,61,1225,4761,5093,1100,1,80,0,2,16,1,0,0,0,4,2,4,1,1,0
1,772,2,3,1,32,2,4,2,2,24,3,2,4,80,430,21146,5309,1500,2,80,0,1,10,10,8,4,7,1,2,3,1,4,0
1,773,2,7,1,38,2,5,4,1,2,3,1,3,92,268,20471,3057,1300,1,80,1,6,6,1,0,0,1,4,0,1,1,2,0
1,775,2,5,0,34,3,5,2,1,8,3,2,1,32,167,4187,5121,1400,1,80,0,3,7,0,0,0,0,2,3,3,1,3,0
1,776,3,4,1,52,2,4,3,1,3,2,4,1,31,621,10084,16856,1100,0,80,0,1,34,34,6,1,16,3,3,4,1,1,0
1,780,2,7,1,33,1,4,5,1,1,3,1,4,63,527,5207,2686,1300,0,80,1,1,10,10,9,7,8,4,2,2,1,3,1
1,781,3,8,0,25,1,1,4,1,26,3,2,4,32,883,22807,6180,2300,0,80,0,1,6,6,5,1,4,3,5,2,2,2,0
1,783,3,9,1,45,1,2,6,1,2,1,2,3,46,954,12388,6632,1300,0,80,0,0,9,8,7,3,1,2,3,3,1,1,0
1,784,2,7,1,23,1,1,4,1,10,4,1,3,79,310,19630,3505,1800,0,80,0,1,2,2,2,0,2,1,3,3,1,4,0
1,785,3,8,0,47,1,2,2,2,27,4,2,3,77,719,10339,6397,1200,0,80,1,4,8,5,4,1,3,2,2,3,1,4,1
1,786,3,8,1,34,1,3,5,1,2,3,2,4,60,304,18686,6274,2200,0,80,0,1,6,6,5,1,4,4,5,3,2,3,0
1,787,2,4,1,55,2,3,4,1,2,3,5,1,78,725,21199,19859,1300,1,80,1,5,24,5,2,1,4,4,2,3,1,4,1
1,789,3,8,1,36,1,4,2,0,8,2,3,1,76,1434,14229,7587,1500,0,80,0,1,10,10,7,0,9,1,1,3,1,2,0
1,791,2,7,1,52,2,4,4,0,19,3,1,4,41,715,26589,4258,1800,1,80,0,0,5,4,3,1,2,4,3,3,1,1,0
