Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,1055,Sales,Sales Representative,Female,34,Y,Married,Master,Life Sciences,Travel_Rarely,10,High,1,High,87,1333,18410,2220,19,1,80,Yes,1,1,1,1,0,0,High,2,Better,Excellent,Very High,No
1,1056,Sales,Sales Representative,Male,28,Y,Married,Below College,Medical,Travel_Rarely,10,High,1,Medium,74,1144,23384,1052,22,0,80,No,1,1,1,0,0,0,Very High,5,Better,Outstanding,Medium,No
1,1060,Research & Development,Research Scientist,Male,38,Y,Married,Master,Other,Travel_Frequently,3,High,1,High,44,1186,2997,2821,16,1,80,No,3,8,2,2,2,2,High,2,Better,Excellent,Low,No
1,1061,Research & Development,Research Director,Male,50,Y,Married,Master,Medical,Travel_Rarely,2,High,5,High,62,1464,12853,19237,11,1,80,Yes,2,29,8,1,7,7,Medium,2,Good,Excellent,Very High,No
1,1062,Research & Development,Healthcare Representative,Female,37,Y,Single,Bachelor,Other,Travel_Rarely,3,High,2,Medium,35,124,13848,4107,15,0,80,No,3,8,4,3,0,1,Very High,3,Good,Excellent,Low,No
1,1066,Sales,Sales Executive,Male,40,Y,Married,Bachelor,Marketing,Travel_Rarely,26,High,2,Low,74,300,22217,8396,14,1,80,No,1,8,7,7,7,5,High,3,Good,Excellent,Medium,No
1,1068,Research & Development,Research Scientist,Female,26,Y,Divorced,Below College,Medical,Travel_Frequently,1,Medium,1,High,66,921,25265,2007,13,2,80,No,1,5,5,3,1,3,Low,5,Better,Excellent,High,No
1,1069,Research & Development,Research Director,Male,46,Y,Divorced,Master,Medical,Travel_Rarely,1,High,5,Very High,40,430,21445,19627,17,2,80,No,9,23,2,2,2,2,Very High,0,Better,Excellent,Very High,No
1,1070,Sales,Sales Executive,Female,54,Y,Married,Master,Life Sciences,Travel_Rarely,2,Medium,3,High,41,1082,8392,10686,11,1,80,No,6,13,9,4,7,0,High,4,Better,Excellent,Medium,No
1,1071,Research & Development,Research Scientist,Female,56,Y,Married,Bachelor,Medical,Travel_Frequently,9,High,1,High,63,1240,12154,2942,19,1,80,No,2,18,5,4,0,3,Low,4,Better,Excellent,Medium,No
1,1073,Research & Development,Manufacturing Director,Female,36,Y,Single,Doctor,Medical,Travel_Rarely,12,Medium,3,Very High,51,796,15669,8858,11,0,80,No,0,15,14,8,7,8,Very High,2,Good,Excellent,Medium,No
1,1074,Research & Development,Manager,Male,55,Y,Single,Below College,Medical,Non-Travel,2,Medium,4,Low,40,444,17323,16756,15,0,80,No,7,31,9,7,6,2,High,3,Best,Excellent,Medium,No
1,1076,Sales,Sales Executive,Male,43,Y,Divorced,Bachelor,Medical,Travel_Rarely,25,Medium,3,Very High,79,415,5268,10798,13,1,80,No,5,18,1,0,0,0,High,5,Better,Excellent,High,No
1,1077,Sales,Sales Representative,Female,20,Y,Single,Bachelor,Marketing,Travel_Frequently,9,High,1,Very High,54,769,17205,2323,14,0,80,Yes,1,2,2,2,0,2,Very High,3,Better,Excellent,Medium,Yes
1,1079,Research & Development,Laboratory Technician,Female,21,Y,Single,Bachelor,Life Sciences,Travel_Rarely,10,Medium,1,Low,36,1334,17258,1416,13,0,80,No,1,1,1,0,1,0,High,6,Good,Excellent,Low,Yes
1,1080,Research & Development,Research Scientist,Female,46,Y,Divorced,Master,Life Sciences,Travel_Rarely,8,Medium,2,Low,74,1003,21029,4615,23,3,80,Yes,8,19,16,13,1,7,Very High,2,Better,Outstanding,Low,No
1,1081,Research & Development,Research Scientist,Male,51,Y,Married,Master,Life Sciences,Travel_Rarely,4,High,1,High,34,1323,10332,2461,12,3,80,Yes,9,18,10,0,2,7,Low,2,Best,Excellent,High,Yes
1,1082,Research & Development,Healthcare Representative,Male,28,Y,Single,College,Technical Degree,Non-Travel,24,Medium,3,Low,72,1366,12355,8722,12,0,80,No,1,10,10,7,1,9,Medium,2,Good,Excellent,Low,Yes
1,1083,Research & Development,Laboratory Technician,Male,26,Y,Married,College,Medical,Travel_Rarely,1,Medium,1,Low,59,192,11141,3955,16,2,80,No,1,6,5,3,1,3,Low,2,Better,Excellent,Low,No
1,1084,Research & Development,Manufacturing Director,Male,30,Y,Married,Bachelor,Other,Travel_Rarely,20,High,2,Low,85,1176,9096,9957,15,1,80,No,0,7,6,2,0,2,High,1,Good,Excellent,High,No
1,1085,Research & Development,Research Scientist,Female,41,Y,Married,College,Technical Degree,Travel_Rarely,7,Very High,1,High,43,509,18863,3376,13,0,80,No,1,10,10,6,0,8,Medium,3,Better,Excellent,High,No
1,1088,Research & Development,Healthcare Representative,Female,38,Y,Married,Below College,Life Sciences,Travel_Rarely,17,Medium,3,High,65,330,24608,8823,18,1,80,No,0,20,19,9,1,9,High,4,Good,Excellent,Low,No
1,1092,Research & Development,Healthcare Representative,Male,40,Y,Married,Master,Technical Degree,Travel_Rarely,20,High,3,Very High,61,1492,26542,10322,20,1,80,No,4,14,11,10,11,1,Low,6,Better,Outstanding,Very High,No
1,1094,Research & Development,Laboratory Technician,Male,27,Y,Married,Doctor,Life Sciences,Non-Travel,8,Low,1,High,87,1277,5869,4621,19,3,80,No,1,3,3,2,1,2,Low,4,Better,Excellent,Very High,No
1,1096,Research & Development,Manufacturing Director,Male,55,Y,Married,Below College,Life Sciences,Travel_Frequently,2,High,3,Medium,65,1091,15813,10976,18,1,80,No,3,23,3,2,1,2,Very High,4,Better,Excellent,Medium,No
1,1097,Research & Development,Research Scientist,Female,28,Y,Single,Bachelor,Other,Travel_Rarely,10,High,2,High,59,857,7909,3660,13,0,80,No,3,10,8,7,1,7,High,4,Best,Excellent,Very High,No
1,1098,Human Resources,Human Resources,Male,44,Y,Married,College,Medical,Travel_Rarely,1,Medium,3,Low,91,1376,2326,10482,14,1,80,No,9,24,20,6,3,6,Medium,1,Better,Excellent,Very High,Yes
1,1099,Research & Development,Healthcare Representative,Male,33,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,5,Medium,3,Very High,34,654,21214,7119,15,1,80,No,4,9,3,2,1,2,Very High,2,Better,Excellent,High,No
1,1100,Sales,Sales Executive,Male,35,Y,Single,Bachelor,Technical Degree,Travel_Rarely,4,High,3,Low,86,1204,10333,9582,22,0,80,Yes,0,9,8,7,4,7,Very High,2,Better,Outstanding,Low,Yes
1,1101,Research & Development,Research Scientist,Female,33,Y,Single,Master,Medical,Travel_Frequently,29,Medium,2,High,54,827,3129,4508,22,0,80,No,1,14,13,7,3,8,Low,4,Better,Outstanding,Medium,Yes
1,1102,Research & Development,Laboratory Technician,Male,28,Y,Divorced,College,Life Sciences,Travel_Rarely,15,High,1,High,50,895,22482,2207,16,1,80,No,1,4,4,2,2,2,Low,5,Good,Excellent,Very High,No
1,1103,Research & Development,Healthcare Representative,Male,34,Y,Single,Below College,Life Sciences,Travel_Frequently,3,High,2,Very High,45,618,22266,7756,17,0,80,No,0,7,6,2,0,4,Low,1,Good,Excellent,High,No
1,1105,Sales,Sales Executive,Female,37,Y,Divorced,Master,Life Sciences,Travel_Rarely,10,Medium,2,Very High,88,309,24223,6694,14,3,80,Yes,2,8,1,0,0,0,Very High,5,Better,Excellent,High,No
1,1106,Research & Development,Laboratory Technician,Male,25,Y,Married,Below College,Technical Degree,Travel_Rarely,4,High,1,Very High,32,1219,4605,3691,15,1,80,Yes,1,7,7,7,5,6,Very High,3,Best,Excellent,Medium,Yes
1,1107,Research & Development,Laboratory Technician,Male,26,Y,Divorced,Bachelor,Medical,Travel_Rarely,21,High,1,High,37,1330,19373,2377,20,1,80,No,1,1,1,1,0,0,Low,0,Good,Outstanding,High,Yes
1,1108,Research & Development,Research Scientist,Male,33,Y,Single,Bachelor,Medical,Travel_Rarely,25,Medium,1,Medium,55,1017,2993,2313,20,0,80,Yes,4,5,2,2,2,2,Low,0,Better,Outstanding,Medium,Yes
1,1109,Research & Development,Manager,Male,42,Y,Married,College,Medical,Travel_Rarely,2,High,4,Low,35,469,14399,17665,17,1,80,No,0,23,22,6,13,7,Very High,3,Better,Excellent,Very High,No
1,1111,Research & Development,Laboratory Technician,Male,28,Y,Divorced,Bachelor,Medical,Travel_Frequently,1,Medium,1,Medium,45,1009,7160,2596,15,2,80,No,1,1,1,0,0,0,Low,2,Better,Excellent,Low,Yes
1,1113,Sales,Sales Executive,Male,50,Y,Single,Master,Other,Travel_Frequently,1,High,2,High,81,959,17251,4728,14,0,80,Yes,3,5,0,0,0,0,Very High,4,Better,Excellent,Very High,Yes
1,1114,Sales,Sales Executive,Female,33,Y,Married,Bachelor,Life Sciences,Travel_Frequently,7,High,2,Medium,30,970,13401,4302,17,1,80,No,0,4,3,2,0,2,Very High,3,Better,Excellent,High,No
1,1115,Research & Development,Research Scientist,Male,34,Y,Married,Master,Life Sciences,Non-Travel,3,Medium,1,Very High,40,697,22478,2979,17,3,80,No,3,6,0,0,0,0,High,2,Better,Excellent,Very High,No
1,1116,Research & Development,Manager,Male,48,Y,Single,Master,Medical,Non-Travel,1,Very High,4,Very High,35,1262,16154,16885,22,0,80,No,2,27,5,4,2,1,Low,3,Good,Outstanding,High,No
1,1117,Sales,Sales Executive,Female,45,Y,Married,Master,Life Sciences,Non-Travel,9,Medium,2,High,65,1050,17970,5593,13,1,80,No,1,15,15,10,4,12,Medium,2,Better,Excellent,Very High,No
1,1118,Research & Development,Healthcare Representative,Male,52,Y,Single,Master,Life Sciences,Travel_Rarely,7,High,3,Medium,87,994,15322,10445,19,0,80,No,7,18,8,6,4,0,Medium,4,Better,Excellent,Very High,No
1,1119,Sales,Sales Executive,Male,38,Y,Divorced,Master,Marketing,Travel_Rarely,10,Medium,3,High,73,770,5569,8740,14,2,80,Yes,0,9,8,7,2,7,High,2,Better,Excellent,Medium,No
1,1120,Research & Development,Research Scientist,Female,29,Y,Divorced,Master,Life Sciences,Travel_Rarely,28,High,1,Very High,93,1107,26968,2514,22,1,80,No,4,11,7,5,1,7,High,1,Better,Outstanding,Low,No
1,1121,Research & Development,Manufacturing Director,Female,28,Y,Divorced,Bachelor,Medical,Travel_Rarely,3,High,3,Medium,93,950,8039,7655,17,3,80,No,0,10,9,7,1,7,Very High,3,Good,Excellent,Medium,No
1,1124,Sales,Manager,Male,46,Y,Married,Below College,Marketing,Travel_Rarely,3,High,4,High,52,406,15596,17465,12,1,80,No,3,23,12,9,4,9,Low,3,Better,Excellent,Very High,No
1,1125,Sales,Sales Executive,Male,38,Y,Single,College,Marketing,Travel_Rarely,2,High,3,Medium,32,130,20619,7351,16,0,80,No,7,10,1,0,0,0,Very High,2,Better,Excellent,High,No
1,1126,Research & Development,Manufacturing Director,Female,43,Y,Married,Bachelor,Life Sciences,Travel_Frequently,27,High,3,Low,83,1082,11535,10820,11,1,80,No,8,18,8,7,0,1,High,1,Better,Excellent,High,No
1,1127,Research & Development,Healthcare Representative,Male,39,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,2,High,4,Very High,84,203,13547,12169,11,3,80,No,7,21,18,7,11,5,Low,4,Better,Excellent,Very High,Yes
1,1128,Research & Development,Research Director,Male,40,Y,Single,Bachelor,Medical,Travel_Rarely,14,Medium,5,High,44,1308,17544,19626,14,0,80,No,1,21,20,7,4,9,High,2,Best,Excellent,Low,No
1,1131,Research & Development,Research Scientist,Female,21,Y,Single,Below College,Technical Degree,Travel_Rarely,1,Medium,1,Medium,70,984,25326,2070,11,0,80,Yes,1,2,2,2,2,2,Very High,6,Best,Excellent,High,No
1,1132,Research & Development,Laboratory Technician,Male,39,Y,Single,Bachelor,Life Sciences,Non-Travel,9,High,2,Medium,70,439,8770,6782,15,0,80,No,9,9,5,4,0,3,High,2,Good,Excellent,High,No
1,1133,Research & Development,Manufacturing Director,Male,36,Y,Single,Master,Life Sciences,Non-Travel,18,High,2,Very High,78,217,23238,7779,20,0,80,No,2,18,11,9,0,9,Low,0,Better,Outstanding,Low,No
1,1135,Sales,Sales Representative,Male,31,Y,Married,Bachelor,Life Sciences,Travel_Frequently,20,Very High,1,Very High,67,793,21981,2791,12,1,80,No,0,3,2,2,2,2,High,4,Better,Excellent,Low,No
1,1136,Research & Development,Research Scientist,Male,28,Y,Married,Below College,Life Sciences,Travel_Rarely,2,Medium,1,Medium,67,1451,19911,3201,17,0,80,No,0,6,5,3,0,4,Low,2,Bad,Excellent,Low,No
1,1137,Sales,Sales Executive,Male,35,Y,Divorced,College,Marketing,Travel_Frequently,11,High,2,Very High,54,1182,18500,4968,11,1,80,No,1,5,5,2,0,2,Very High,3,Better,Excellent,Very High,No
1,1138,Sales,Sales Executive,Male,49,Y,Married,Master,Technical Degree,Travel_Rarely,8,Medium,4,Medium,56,174,11879,13120,17,1,80,No,6,22,9,8,2,3,Very High,3,Better,Excellent,Medium,No
1,1140,Research & Development,Manufacturing Director,Male,34,Y,Single,College,Life Sciences,Travel_Frequently,2,High,2,High,95,1003,15834,4033,11,0,80,No,2,5,3,2,0,2,Very High,3,Good,Excellent,Very High,No
1,1143,Research & Development,Research Scientist,Female,29,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,10,High,1,Medium,61,490,17940,3291,14,2,80,No,0,8,7,5,1,1,Very High,2,Good,Excellent,Very High,No
1,1148,Research & Development,Laboratory Technician,Male,42,Y,Single,Bachelor,Medical,Travel_Rarely,29,Low,2,Very High,56,188,9558,4272,19,0,80,No,4,16,1,0,0,0,Medium,3,Better,Excellent,Low,No
1,1150,Research & Development,Manufacturing Director,Male,29,Y,Married,Below College,Medical,Travel_Rarely,8,Medium,2,Very High,79,718,17689,5056,15,1,80,Yes,1,10,10,7,1,2,Medium,2,Good,Excellent,High,No
1,1152,Human Resources,Human Resources,Male,38,Y,Married,Bachelor,Human Resources,Travel_Rarely,1,Very High,1,High,37,433,6004,2844,13,1,80,No,1,7,7,6,5,0,High,2,Best,Excellent,Very High,No
1,1154,Research & Development,Research Scientist,Male,28,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,6,Medium,1,High,39,773,22088,2703,14,1,80,Yes,1,3,3,1,0,2,High,2,Better,Excellent,Very High,No
1,1156,Research & Development,Laboratory Technician,Male,18,Y,Single,Below College,Medical,Non-Travel,8,High,1,High,80,247,13556,1904,12,0,80,No,1,0,0,0,0,0,High,0,Better,Excellent,Very High,Yes
1,1157,Sales,Sales Executive,Female,33,Y,Single,Master,Marketing,Travel_Rarely,9,High,2,Low,77,603,18385,8224,17,0,80,Yes,0,6,5,2,0,3,Low,3,Better,Excellent,Low,Yes
1,1158,Research & Development,Laboratory Technician,Male,41,Y,Married,Master,Life Sciences,Travel_Rarely,12,High,1,Very High,46,167,9051,4766,11,1,80,Yes,3,6,1,0,0,0,Medium,4,Better,Excellent,Low,No
1,1160,Research & Development,Laboratory Technician,Male,31,Y,Married,Bachelor,Medical,Travel_Frequently,15,High,1,High,72,874,6233,2610,12,1,80,No,1,2,2,2,2,2,High,5,Good,Excellent,High,Yes
1,1161,Research & Development,Healthcare Representative,Female,37,Y,Divorced,College,Medical,Travel_Rarely,25,Medium,2,Very High,52,367,17171,5731,13,2,80,No,7,9,6,2,1,3,High,2,Better,Excellent,High,No
1,1162,Research & Development,Research Scientist,Male,27,Y,Married,Bachelor,Life Sciences,Travel_Rarely,6,Medium,1,High,55,199,7950,2539,13,1,80,No,1,4,4,2,2,2,Very High,0,Better,Excellent,High,No
1,1163,Sales,Sales Executive,Female,34,Y,Married,Below College,Life Sciences,Travel_Rarely,9,High,2,High,70,1400,5829,5714,20,0,80,No,1,6,6,5,1,3,Medium,3,Good,Outstanding,Low,No
1,1164,Human Resources,Human Resources,Male,35,Y,Single,Master,Technical Degree,Travel_Rarely,8,High,1,High,100,528,7108,4323,17,0,80,No,1,6,5,4,1,4,High,2,Bad,Excellent,Medium,No
1,1165,Sales,Sales Executive,Female,29,Y,Married,Below College,Life Sciences,Travel_Rarely,23,Medium,3,Low,45,408,11162,7336,13,1,80,No,1,11,11,8,3,10,Very High,3,Bad,Excellent,Low,Yes
1,1166,Research & Development,Research Director,Female,40,Y,Single,Master,Medical,Travel_Frequently,9,High,3,High,88,593,13782,13499,17,0,80,No,9,20,18,7,2,13,Medium,3,Good,Excellent,High,No
1,1167,Sales,Sales Executive,Male,42,Y,Single,Bachelor,Life Sciences,Travel_Frequently,12,High,4,Low,44,481,2447,13758,12,0,80,Yes,0,22,21,9,13,14,High,2,Good,Excellent,Medium,Yes
1,1171,Sales,Sales Executive,Male,42,Y,Single,Master,Marketing,Travel_Rarely,4,High,2,Low,45,647,2253,5155,13,0,80,No,7,9,6,4,1,5,Medium,3,Best,Excellent,Very High,No
1,1172,Research & Development,Laboratory Technician,Male,35,Y,Married,Master,Medical,Travel_Rarely,1,Medium,1,High,58,982,16340,2258,12,1,80,No,6,10,8,0,1,7,Very High,2,Better,Excellent,Medium,No
1,1173,Research & Development,Laboratory Technician,Male,24,Y,Single,Bachelor,Medical,Travel_Rarely,24,High,1,Medium,49,477,6409,3597,22,0,80,No,8,6,4,3,1,2,Very High,2,Better,Outstanding,Very High,No
1,1175,Research & Development,Laboratory Technician,Female,28,Y,Married,Below College,Life Sciences,Travel_Rarely,12,High,1,Very High,79,1485,22955,2515,11,0,80,Yes,1,1,1,1,0,0,High,4,Good,Excellent,Very High,Yes
1,1177,Research & Development,Laboratory Technician,Male,26,Y,Married,Master,Medical,Travel_Rarely,3,Very High,1,Very High,82,1384,13421,4420,22,1,80,No,1,8,8,7,0,7,Low,2,Better,Outstanding,Medium,No
1,1179,Sales,Sales Executive,Male,30,Y,Married,Bachelor,Marketing,Travel_Rarely,10,Medium,2,High,72,852,2706,6578,18,1,80,No,1,10,10,3,1,4,High,3,Better,Excellent,Low,No
1,1180,Research & Development,Research Scientist,Female,40,Y,Married,College,Medical,Travel_Frequently,26,Medium,2,Very High,92,902,21203,4422,13,1,80,Yes,3,16,1,1,0,0,High,3,Bad,Excellent,Very High,No
1,1182,Research & Development,Manufacturing Director,Male,35,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,2,Medium,3,Medium,44,819,19588,10274,18,1,80,No,2,15,7,7,6,4,High,2,Best,Excellent,Medium,No
1,1184,Research & Development,Healthcare Representative,Male,34,Y,Single,Bachelor,Medical,Travel_Frequently,1,Medium,2,Low,97,669,25755,5343,20,0,80,No,0,14,13,9,4,9,Very High,3,Better,Outstanding,High,No
1,1185,Research & Development,Laboratory Technician,Male,35,Y,Married,Master,Other,Travel_Frequently,4,Medium,1,Very High,47,636,26537,2376,13,1,80,No,1,2,2,2,2,2,Very High,2,Best,Excellent,Medium,No
1,1188,Sales,Sales Executive,Female,43,Y,Single,Bachelor,Marketing,Travel_Rarely,9,Low,2,High,85,1372,9489,5346,13,0,80,No,8,7,4,3,1,3,Low,2,Good,Excellent,Medium,Yes
1,1190,Sales,Sales Representative,Female,32,Y,Divorced,Below College,Life Sciences,Non-Travel,2,High,1,Low,76,862,14947,2827,12,3,80,No,1,1,1,0,0,0,High,3,Better,Excellent,High,No
1,1191,Research & Development,Manager,Female,56,Y,Divorced,Master,Technical Degree,Travel_Rarely,4,High,5,Low,92,718,18575,19943,13,1,80,No,4,28,5,2,4,2,Very High,2,Better,Excellent,Very High,No
1,1192,Research & Development,Laboratory Technician,Female,29,Y,Married,Below College,Medical,Travel_Rarely,6,High,1,Very High,54,1401,26342,3131,13,1,80,No,1,10,10,8,0,8,Medium,5,Better,Excellent,Low,No
1,1193,Research & Development,Research Scientist,Male,19,Y,Single,College,Life Sciences,Travel_Rarely,9,High,1,Low,54,645,7172,2552,25,0,80,No,1,1,1,1,0,0,High,4,Better,Outstanding,High,No
1,1195,Research & Development,Research Scientist,Female,45,Y,Married,Bachelor,Medical,Travel_Rarely,7,High,1,High,83,1457,20100,4477,19,1,80,Yes,4,7,3,2,0,2,Low,2,Good,Excellent,High,No
1,1196,Research & Development,Manufacturing Director,Female,37,Y,Married,Bachelor,Life Sciences,Travel_Rarely,1,Medium,2,Very High,56,977,9961,6474,13,1,80,No,1,14,14,8,3,11,Very High,2,Good,Excellent,Medium,No
1,1198,Research & Development,Laboratory Technician,Male,20,Y,Single,Bachelor,Life Sciences,Travel_Rarely,3,Medium,1,High,87,805,12828,3033,12,0,80,No,1,2,2,2,1,2,Low,2,Good,Excellent,Low,No
1,1200,Research & Development,Research Scientist,Male,44,Y,Single,Master,Life Sciences,Travel_Rarely,10,High,1,High,96,1097,10826,2936,11,0,80,Yes,1,6,6,4,0,2,High,4,Better,Excellent,High,Yes
1,1201,Research & Development,Manager,Female,53,Y,Divorced,College,Medical,Travel_Rarely,7,High,5,High,50,1223,18640,18606,18,1,80,No,3,26,7,7,4,7,Very High,6,Better,Excellent,Medium,No
1,1202,Research & Development,Research Scientist,Female,29,Y,Married,Below College,Life Sciences,Travel_Rarely,15,Low,1,Very High,69,942,26933,2168,18,1,80,Yes,0,6,5,4,1,3,Medium,2,Good,Excellent,Low,No
1,1203,Research & Development,Research Scientist,Male,22,Y,Married,Master,Life Sciences,Travel_Frequently,3,Medium,1,Very High,48,1256,4223,2853,11,1,80,Yes,0,1,0,0,0,0,High,5,Better,Excellent,Medium,Yes
1,1204,Sales,Manager,Female,46,Y,Married,Bachelor,Marketing,Travel_Rarely,2,High,4,Low,69,1402,24097,17048,23,0,80,No,8,28,26,15,15,9,High,2,Better,Outstanding,Low,No
1,1206,Research & Development,Research Scientist,Male,44,Y,Single,Bachelor,Life Sciences,Non-Travel,17,Low,1,High,74,111,4279,2290,13,0,80,No,2,6,0,0,0,0,Very High,3,Better,Excellent,Very High,No
1,1207,Human Resources,Human Resources,Male,33,Y,Married,Bachelor,Human Resources,Travel_Rarely,2,High,1,High,99,147,8429,3600,13,1,80,No,1,5,5,4,1,4,Medium,2,Better,Excellent,Very High,No
1,1210,Research & Development,Research Scientist,Male,41,Y,Divorced,College,Life Sciences,Non-Travel,5,Medium,1,Low,95,906,20293,2107,17,1,80,No,6,5,1,0,0,0,Low,2,Bad,Excellent,Low,Yes
1,1211,Sales,Sales Executive,Male,30,Y,Divorced,Master,Life Sciences,Travel_Rarely,29,High,2,Low,61,1329,13192,4115,19,3,80,No,8,8,4,3,0,3,High,3,Better,Excellent,High,No
1,1212,Sales,Sales Executive,Male,40,Y,Married,Master,Medical,Travel_Frequently,2,High,2,Medium,62,1184,25440,4327,12,3,80,No,5,5,0,0,0,0,Medium,2,Better,Excellent,Very High,No
1,1215,Research & Development,Manager,Female,50,Y,Married,Bachelor,Medical,Travel_Frequently,2,High,4,Low,30,1421,9490,17856,22,1,80,No,2,32,2,2,2,2,Very High,3,Better,Outstanding,High,No
1,1216,Research & Development,Laboratory Technician,Male,28,Y,Married,Master,Medical,Travel_Rarely,19,Medium,1,Low,78,1179,12449,3196,12,3,80,No,1,6,6,5,3,3,Very High,2,Better,Excellent,High,No
1,1217,Research & Development,Research Director,Male,46,Y,Married,College,Life Sciences,Travel_Rarely,15,High,5,Medium,52,1450,10849,19081,11,1,80,No,5,25,4,2,0,3,Very High,2,Better,Excellent,Low,No
1,1218,Sales,Sales Executive,Male,35,Y,Married,Master,Life Sciences,Travel_Rarely,17,High,2,Low,94,1361,21026,8966,15,3,80,Yes,3,15,7,7,1,7,High,2,Better,Excellent,Very High,No
1,1219,Research & Development,Laboratory Technician,Female,24,Y,Married,College,Life Sciences,Travel_Rarely,17,High,1,Medium,97,984,3372,2210,13,1,80,No,1,1,1,0,0,0,Very High,3,Bad,Excellent,Low,Yes
1,1220,Sales,Sales Executive,Female,33,Y,Married,Bachelor,Medical,Travel_Frequently,25,High,2,High,82,1146,4905,4539,12,1,80,No,1,10,10,7,0,1,Medium,3,Good,Excellent,Low,No
1,1221,Research & Development,Laboratory Technician,Male,36,Y,Divorced,Master,Life Sciences,Travel_Rarely,6,Low,1,High,60,917,6865,2741,14,1,80,No,1,7,7,7,1,7,High,4,Better,Excellent,High,No
1,1224,Research & Development,Laboratory Technician,Male,30,Y,Divorced,Master,Life Sciences,Travel_Rarely,7,High,2,High,49,853,11309,3491,13,3,80,No,1,10,10,7,8,9,High,4,Good,Excellent,Low,No
1,1225,Research & Development,Research Scientist,Male,44,Y,Single,Master,Other,Travel_Rarely,29,High,2,Very High,32,200,7744,4541,25,0,80,No,1,20,20,11,13,17,Very High,3,Better,Outstanding,Medium,No
1,1226,Sales,Sales Representative,Male,20,Y,Single,Bachelor,Marketing,Travel_Rarely,21,Very High,1,Very High,43,654,5050,2678,17,0,80,No,1,2,2,1,2,2,High,2,Better,Excellent,Very High,No
1,1228,Research & Development,Manufacturing Director,Male,46,Y,Divorced,Master,Technical Degree,Travel_Rarely,2,High,2,Very High,60,150,17433,7379,11,1,80,No,2,12,6,3,1,4,Very High,3,Good,Excellent,High,No
1,1231,Human Resources,Human Resources,Male,42,Y,Married,Doctor,Medical,Non-Travel,2,Very High,2,Low,79,179,12858,6272,16,1,80,No,7,10,4,3,0,3,Very High,3,Best,Excellent,Low,No
1,1233,Sales,Sales Executive,Male,60,Y,Divorced,Master,Marketing,Travel_Rarely,7,Very High,2,Very High,52,696,10893,5220,18,1,80,Yes,0,12,11,7,1,9,Medium,3,Better,Excellent,Medium,No
1,1234,Research & Development,Laboratory Technician,Female,32,Y,Married,Bachelor,Other,Travel_Frequently,13,Medium,1,Medium,77,116,7331,2743,20,1,80,No,1,2,2,2,2,2,High,2,Better,Outstanding,High,No
1,1235,Research & Development,Research Scientist,Female,32,Y,Single,College,Life Sciences,Travel_Frequently,2,High,2,High,38,1316,2338,4998,14,0,80,Yes,4,10,8,7,0,7,Very High,2,Better,Excellent,Very High,No
1,1237,Research & Development,Manufacturing Director,Female,36,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,1,Low,3,Low,77,363,4235,10252,21,1,80,Yes,2,17,7,7,7,7,High,2,Better,Outstanding,High,No
1,1238,Research & Development,Research Scientist,Male,33,Y,Married,Bachelor,Medical,Travel_Rarely,9,High,1,Very High,60,117,6311,2781,13,1,80,No,0,15,14,10,4,10,Low,5,Better,Excellent,Medium,No
1,1239,Sales,Sales Executive,Female,40,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,10,Medium,2,Medium,84,107,11591,6852,12,1,80,No,7,7,5,1,1,3,Medium,2,Best,Excellent,Medium,No
1,1240,Sales,Sales Executive,Male,25,Y,Single,Master,Life Sciences,Travel_Rarely,10,High,2,Very High,57,1356,20623,4950,14,0,80,No,0,5,4,3,1,1,High,4,Better,Excellent,Medium,No
1,1241,Research & Development,Research Scientist,Male,30,Y,Married,Bachelor,Medical,Travel_Rarely,1,High,1,Medium,63,1465,9369,3579,21,1,80,Yes,0,12,11,9,5,7,Very High,2,Better,Outstanding,Low,No
1,1242,Research & Development,Research Director,Female,42,Y,Married,Doctor,Medical,Travel_Frequently,26,High,3,Low,60,458,23281,13191,17,0,80,Yes,3,20,1,0,0,0,Low,6,Better,Excellent,High,No
1,1243,Sales,Sales Executive,Female,35,Y,Married,College,Marketing,Non-Travel,8,Medium,3,Very High,78,1212,13755,10377,11,1,80,Yes,4,16,13,2,4,12,High,6,Good,Excellent,Medium,No
1,1244,Research & Development,Research Scientist,Male,27,Y,Married,Bachelor,Life Sciences,Travel_Rarely,14,High,1,Low,42,1103,14377,2235,14,2,80,Yes,1,9,9,7,6,8,Low,3,Good,Excellent,Very High,No
